10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F0, 10, 00, 09, 00, 00, FF, FC, FF, FF, 00, 03, 00, 00, 06, 11, 00, 00, 02, BA, 00, 00, C1, 57, 00, 00, 01, 3E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A1, B8, 00, 2E, 00, 00, 00, 00, 00, 00, FF, FC, FF, FF, 06, 30, 00, 00, 02, C7, 00, 00, C1, 9C, 00, 00, 01, 2A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A3, 46, 3B, E0, 00, 01, 8C, 4A, FF, FF, 12, 9B, 00, 00, 4F, 38, 00, 7E, E2, 09, 00, 39, 21, 0E, 0F, 99, 00, D3
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A4, D4, 00, 09, FF, FF, 00, 25, 00, 00, FF, F7, FF, FF, 05, E2, 00, 00, 03, 3B, 00, 00, C1, 97, 00, 00, 01, 63
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A6, 62, 10, EA, 00, 00, 87, C8, 00, 00, AA, 84, 00, 00, 30, CA, 00, 77, 10, 76, 00, 3C, FB, 36, 0F, A2, 00, E1
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A7, F1, FF, FE, 00, 00, FF, EB, FF, FF, 00, 28, 00, 00, 06, 26, 00, 00, 02, D0, 00, 00, C1, B0, 00, 00, 01, 62
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, A9, 7E, 42, 3A, 00, 00, 62, 63, 00, 00, A3, E9, FF, FF, 00, 00, 00, 82, 21, FD, 00, 3C, 46, 07, 0F, A2, 00, 19
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, AB, 0C, 00, 13, FF, FF, 00, 15, 00, 00, FF, DC, FF, FF, 05, F6, 00, 00, 03, 27, 00, 00, C1, F8, 00, 00, 01, E2
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, AC, 9B, 01, 8A, 00, 01, FB, AA, 00, 00, 9A, 23, FF, FF, AF, 66, 00, 74, F0, E6, 00, 39, 07, 6E, 0F, A1, 00, 3D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, AE, 2A, FF, F4, 00, 00, FF, F4, 00, 00, 00, 07, FF, FF, 06, 3E, 00, 00, 03, 26, 00, 00, C1, 8D, 00, 00, 01, CC
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, AF, B7, C3, 5F, 00, 00, 08, AD, FF, FF, 26, BF, 00, 01, 6C, E9, 00, 7B, 68, A0, 00, 41, 00, 00, 0F, 9D, 00, 33
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B1, 46, 00, 28, 00, 00, 00, 1A, 00, 00, FF, F1, FF, FF, 05, DF, 00, 00, 02, FA, 00, 00, C1, B9, 00, 00, 01, CF
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B2, D4, 1F, 72, 00, 00, 24, F7, FF, FE, 9A, AB, 00, 00, EB, 5B, 00, 7B, A3, F1, 00, 37, 3A, 01, 0F, A2, 00, 39
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B4, 62, FF, F8, FF, FF, 00, 52, 00, 00, 00, 13, FF, FF, 06, 66, 00, 00, 03, 27, 00, 00, C1, 81, 00, 00, 01, 94
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B5, F0, 6F, 60, 00, 00, 80, 37, 00, 00, 1B, 3D, 00, 01, BE, FF, 00, 7A, B5, 91, 00, 47, FB, 6B, 0F, A0, 00, AA
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B7, 7F, FF, F3, 00, 00, 00, 0B, FF, FF, FF, FC, 00, 00, 05, C1, 00, 00, 02, E5, 00, 00, C1, AE, 00, 00, 01, 96
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, B9, 0E, 12, E8, 00, 02, 05, EA, 00, 00, A2, C6, 00, 01, 04, 29, 00, 74, B1, 62, 00, 00, 33, F2, 0F, 9E, 00, EE
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, BA, 9D, FF, E3, FF, FF, 00, 00, 00, 00, 00, 0D, 00, 00, 06, 4B, 00, 00, 03, 26, 00, 00, C1, A7, 00, 00, 01, 74
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, BC, 2A, 29, A9, FF, FF, 8C, EF, 00, 00, 8C, 34, 00, 01, AE, A0, 00, 7D, 87, 68, 00, 42, D0, BC, 0F, A2, 00, 78
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, BD, B8, 00, 48, 00, 00, FF, EA, 00, 00, FF, F0, FF, FF, 05, EC, 00, 00, 02, A5, 00, 00, C1, BE, 00, 00, 01, F8
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, BF, 46, 90, 68, 00, 00, 7F, F0, FF, FF, 0B, 25, 00, 00, 10, 4B, 00, 7C, 7D, A6, 00, 3A, 20, 29, 0F, 99, 00, 0C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, C0, D3, 00, 03, FF, FF, FF, D9, FF, FF, FF, EB, FF, FF, 06, 24, 00, 00, 03, 8E, 00, 00, C1, 7C, 00, 00, 01, 98
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, C2, 62, 28, A5, FF, FF, 10, 3E, FF, FF, 49, 8B, FF, FF, AE, DD, 00, 80, 2B, 27, 00, 40, 4D, 7D, 0F, A6, 00, 76
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, C3, F0, 00, 38, 00, 00, 00, 0B, 00, 00, 00, 18, 00, 00, 05, F4, 00, 00, 02, 8F, 00, 00, C1, CE, 00, 00, 01, 75
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, C5, 7E, A9, 2F, 00, 01, FC, 5A, 00, 01, 09, 2B, 00, 00, 00, 00, 00, 7E, 45, D8, 00, 39, 67, 2E, 0F, 9E, 00, 0A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, C7, 0C, FF, DE, FF, FF, FF, EF, FF, FF, 00, 3E, 00, 00, 06, 10, 00, 00, 03, 66, 00, 00, C1, BE, 00, 00, 01, 24
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, C8, 9A, FD, 09, 00, 01, 8F, 66, FF, FF, 9F, FE, FF, FF, CE, 39, 00, 7A, A4, 27, 00, 40, D9, 44, 0F, A5, 00, A1
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, CA, 29, 00, 2D, 00, 00, 00, 07, 00, 00, 00, 08, 00, 00, 06, 1B, 00, 00, 02, B3, 00, 00, C1, 7F, 00, 00, 01, 93
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, CB, B8, 00, 00, FF, FE, 2E, AD, FF, FF, 1C, A0, 00, 00, 17, 20, 00, 7B, 1B, 1D, 00, 3A, 11, BB, 0F, 94, 00, F5
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, CD, 46, FF, E3, FF, FF, FF, D9, FF, FF, 00, 3A, 00, 00, 06, 22, 00, 00, 03, 64, 00, 00, C1, 82, 00, 00, 01, 23
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, CE, D4, EC, CA, 00, 02, 13, C5, 00, 00, 0C, B8, FF, FE, CF, 1F, 00, 00, 96, AE, 00, 3A, FA, A6, 0F, A2, 00, FD
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, D0, 61, 00, 1E, 00, 00, 00, 1B, 00, 00, FF, F7, 00, 00, 06, 1B, 00, 00, 00, 00, 00, 00, C1, C3, 00, 00, 01, 53
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, D1, F0, C7, 53, FF, FE, 08, 07, 00, 00, 06, CF, 00, 01, 16, D9, 00, 7E, B9, BB, 00, 3D, B6, A6, 0F, A0, 00, 33
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, D3, 7F, 00, 03, FF, FF, FF, F5, 00, 00, 00, 07, 00, 00, 06, 0A, 00, 00, 03, 34, 00, 00, C1, DA, 00, 00, 01, 7E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, D5, 0D, 71, BA, 00, 02, FD, B1, 00, 00, 93, 4E, 00, 01, 73, 8A, 00, 7A, CF, A2, 00, 37, 57, 45, 0F, A5, 00, 5B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, D6, 9B, 00, 14, 00, 00, 00, 06, 00, 00, 00, 0D, 00, 00, 06, 59, 00, 00, 02, B3, 00, 00, C1, 46, 00, 00, 01, 01
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, D8, 2A, 8B, A0, FF, FC, 8D, 0E, FF, FF, 1F, CD, 00, 01, 65, DC, 00, 75, 0A, 37, 00, 47, AB, C3, 0F, 98, 00, 4E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, D9, B8, 00, 24, FF, FF, FF, FB, FF, FF, 00, 0E, 00, 00, 06, 0C, 00, 00, 03, 16, 00, 00, C1, C3, 00, 00, 01, B6
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, DB, 46, 87, 11, 00, 00, 0E, 66, FF, FF, A3, 2E, 00, 00, 27, 6C, 00, 7F, 20, E0, 00, 3A, A7, 2F, 0F, A2, 00, 1C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, DC, D5, 00, 0E, 00, 00, FF, D5, FF, FF, 00, 23, 00, 00, 06, 01, 00, 00, 02, C4, 00, 00, C1, 70, 00, 00, 01, 00
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, DE, 64, 50, 7A, FF, FF, 7D, B4, 00, 00, 80, D1, 00, 01, D3, 0B, 00, 73, CC, A4, 00, 46, 2A, 35, 0F, A3, 00, F2
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, DF, F1, FF, FD, FF, FF, FF, B9, FF, FF, 00, 02, FF, FF, 06, 1D, 00, 00, 02, D7, 00, 00, C2, 16, 00, 00, 01, A2
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, E1, 7F, 19, 39, 00, 02, F1, 80, FF, FF, 0B, 38, 00, 00, 88, 3A, 00, 82, A4, F1, 00, 38, F5, 16, 0F, A5, 00, 83
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, E3, 0E, FF, FE, FF, FF, 00, 01, FF, FF, FF, F7, 00, 00, 05, E5, 00, 00, 03, 1E, 00, 00, C1, 61, 00, 00, 01, 5C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, E4, 9B, A0, 41, FF, FF, 9F, 37, 00, 00, 1D, 60, FF, FF, 12, 54, 00, 77, F0, 43, 00, 46, 1A, 6F, 0F, A0, 00, 8A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, E6, 2A, 00, 3E, 00, 00, FF, E5, FF, FF, 00, 00, 00, 00, 06, 0F, 00, 00, 02, CD, 00, 00, C1, 9E, 00, 00, 01, C1
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, E7, B9, 9C, 26, 00, 01, 0C, 50, FF, FF, 89, 8A, 00, 00, F9, D1, 00, 82, A6, 8A, 00, 39, 70, B2, 0F, 9A, 00, 9D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, E9, 47, FF, FD, FF, FF, FF, F5, 00, 00, FF, EB, FF, FF, 05, CC, 00, 00, 03, 43, 00, 00, C1, 32, 00, 00, 01, 5E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, EA, D5, DA, 5F, FF, FF, 26, 35, 00, 00, 04, 53, 00, 00, 13, E6, 00, 78, F5, D0, 00, 3E, 34, A3, 0F, A0, 00, EF
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, EC, 64, FF, DD, 00, 00, 00, 05, 00, 00, 00, 07, 00, 00, 06, 71, 00, 00, 02, C4, 00, 00, C1, D7, 00, 00, 01, 5B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, ED, F3, 27, 44, 00, 00, 9F, D4, FF, FF, 8E, BA, 00, 03, CE, 7E, 00, 7F, 85, 67, 00, 36, E5, 84, 0F, A3, 00, 5C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, EF, 81, 00, 03, FF, FF, 00, 30, 00, 00, FF, FC, 00, 00, 05, F2, 00, 00, 03, 48, 00, 00, C1, C3, 00, 00, 01, B0
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F1, 0F, 9F, 4E, 00, 01, 92, F8, FF, FC, 1B, 41, 00, 00, 75, 1C, 00, 76, 37, A4, 00, 3D, 68, CD, 0F, A5, 00, 24
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F2, 9D, FF, E8, FF, FF, FF, EA, FF, FF, 00, 1E, 00, 00, 06, 5F, 00, 00, 03, 03, 00, 00, C1, 9A, 00, 00, 01, 8D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F4, 2A, 79, 07, 00, 00, F6, C1, 00, 01, 99, F1, FF, FF, 1D, F6, 00, 83, E2, B5, 00, 3E, C0, 38, 0F, 9E, 00, 3B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F5, B9, 00, 1E, 00, 00, 00, 16, 00, 00, 00, 07, 00, 00, 05, D4, 00, 00, 03, 44, 00, 00, C1, AA, 00, 00, 01, C2
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F7, 48, 82, D6, 00, 03, 08, B6, 00, 00, 08, 05, 00, 02, 72, B5, 00, 74, FB, B4, 00, 36, AE, DF, 0F, 9F, 00, 6F
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, F8, D7, FF, DD, FF, FF, 00, 06, 00, 00, 00, 01, 00, 00, 06, 54, 00, 00, 02, F9, 00, 00, C1, 7D, 00, 00, 01, 91
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, FA, 65, F3, 02, FF, FE, 70, AA, 00, 01, 16, FA, FF, FF, 43, 13, 00, 80, D1, A5, 00, 43, 0B, 71, 0F, 9C, 00, 7D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, FB, F3, 00, 14, 00, 00, FF, FF, FF, FF, 00, 1E, 00, 00, 05, FD, 00, 00, 03, 07, 00, 00, C1, FC, 00, 00, 01, 33
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, FD, 81, 9E, 8D, 00, 00, F7, 26, FF, FF, FF, 2D, 00, 00, 08, 63, 00, 79, 84, C5, 00, 33, 5C, B7, 0F, A1, 00, 60
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, FF, 10, FF, BD, FF, FF, 00, 11, FF, FF, 00, 1D, 00, 00, 06, 76, 00, 00, 03, 18, 00, 00, C1, 9B, 00, 00, 01, 36
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 00, 9F, D3, A6, FF, FF, 5E, 0C, 00, 01, 12, C6, 00, 00, 59, 3A, 00, 7B, 13, 39, 00, 43, FF, 54, 0F, 9F, 00, 44
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 02, 2C, FF, FD, FF, FF, 00, 0B, FF, FF, FF, F7, 00, 00, 05, CF, 00, 00, 02, AF, 00, 00, C1, BE, 00, 00, 01, 79
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 03, BA, 52, 93, 00, 01, 08, C0, FF, FF, 21, 5D, FF, FF, B1, 4E, 00, 7A, 5E, 32, 00, 37, 35, AB, 0F, 9F, 00, 00
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 05, 49, FF, CD, FF, FF, 00, 1B, 00, 00, FF, F0, FF, FF, 06, 43, 00, 00, 03, 50, 00, 00, C1, 73, 00, 00, 01, 3E
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 06, D6, 22, 04, FF, FF, 9D, 0D, FF, FD, 94, F5, 00, 01, 90, E1, 00, 7C, 6C, 06, 00, 43, 3A, 5F, 0F, A6, 00, 6D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 08, 65, 00, 0D, 00, 00, FF, F0, 00, 00, FF, EA, 00, 00, 06, 0D, 00, 00, 02, C4, 00, 00, C1, CB, 00, 00, 01, 05
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 09, F3, A1, ED, FF, FF, 5E, 8F, 00, 01, 8C, D1, 00, 02, 52, 74, 00, 7C, 62, BF, 00, 38, 5C, BB, 0F, A0, 00, 83
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 0B, 82, FF, E9, FF, FF, FF, EA, FF, FF, FF, F0, FF, FF, 06, 0B, 00, 00, 03, 89, 00, 00, C1, 7D, 00, 00, 01, 70
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 0D, 11, 28, 5B, FF, FE, 0F, BB, 00, 00, AF, 14, FF, FE, 4D, C3, 00, 00, A7, 61, 00, 44, DA, 16, 0F, A5, 00, 75
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 0E, 9F, 00, 38, 00, 00, 00, 0A, 00, 00, 00, 02, 00, 00, 06, 57, 00, 00, 02, B1, 00, 00, C1, A4, 00, 00, 01, B4
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 10, 2E, 00, 00, 00, 01, 92, 95, 00, 00, 0E, 09, 00, 01, 1C, 65, 00, 7B, 16, F6, 00, 00, 3D, F4, 0F, 99, 00, AC
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 11, BC, FF, CD, FF, FF, 00, 05, 00, 00, FF, EB, 00, 00, 06, 1F, 00, 00, 03, 6C, 00, 00, C1, 79, 00, 00, 01, A2
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 13, 4B, 13, 4C, FF, FF, 2B, D9, 00, 00, 14, 9A, 00, 01, DA, C4, 00, 7C, 31, 89, 00, 3C, BC, 46, 0F, A7, 00, 83
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 14, DA, 00, 28, 00, 00, 00, 01, 00, 00, 00, 02, 00, 00, 06, 12, 00, 00, 02, AF, 00, 00, C1, BE, 00, 00, 01, AF
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 16, 69, E7, 5E, FF, FF, EE, D1, 00, 00, 1C, F0, FF, FF, 59, 70, 00, 7D, 16, 23, 00, 38, FE, 50, 0F, 9F, 00, 8B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 17, F8, FF, E8, FF, FF, 00, 0A, 00, 00, FF, F6, FF, FF, 06, 36, 00, 00, 03, 65, 00, 00, C1, EE, 00, 00, 01, 92
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 19, 86, 2E, 69, 00, 00, 8A, DA, 00, 00, 1B, 78, FF, FF, 78, 3C, 00, 7B, 8D, D4, 00, 3F, FA, B1, 0F, A6, 00, A7
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 1B, 15, FF, FD, 00, 00, 00, 01, 00, 00, FF, F1, FF, FF, 06, 33, 00, 00, 02, B4, 00, 00, C1, A3, 00, 00, 01, BC
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 1C, A3, C3, D2, FF, FE, 65, 78, 00, 03, 09, 79, 00, 00, F6, 08, 00, 7A, 16, 5D, 00, 3B, 69, 93, 0F, 9B, 00, CC
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 1E, 32, FF, D3, FF, FF, FF, E4, FF, FF, 00, 19, FF, FF, 06, 38, 00, 00, 03, 4E, 00, 00, C1, AF, 00, 00, 01, 65
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 1F, BF, 95, 28, 00, 00, 77, 03, 00, 00, 2B, 13, FF, FF, EE, 04, 00, 79, ED, F5, 00, 38, 2F, 4B, 0F, A3, 00, 4F
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 21, 4E, 00, 09, 00, 00, FF, F5, FF, FF, 00, 18, FF, FF, 00, 00, 00, 00, 02, A7, 00, 00, C1, 85, 00, 00, 01, BD
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 22, DC, 57, 1D, FF, FF, 19, 7D, 00, 00, 05, 39, 00, 01, 4F, 42, 00, 75, 90, 24, 00, 42, 6D, 34, 0F, 9F, 00, DD
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 24, 6A, 00, 03, 00, 00, FF, E4, FF, FF, 00, 12, 00, 00, 06, 28, 00, 00, 03, 1B, 00, 00, C2, 01, 00, 00, 01, E1
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 25, F9, 0F, E9, 00, 01, 9C, D9, 00, 00, 21, 7E, FF, FF, 63, A8, 00, 81, CD, FB, 00, 36, FF, EF, 0F, A4, 00, A1
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 27, 87, 00, 0D, 00, 00, 00, 10, FF, FF, 00, 12, 00, 00, 06, 45, 00, 00, 02, C0, 00, 00, C1, 52, 00, 00, 01, 49
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 29, 15, C7, 15, FF, FF, 81, EF, 00, 00, A4, 31, 00, 00, A3, FB, 00, 72, B6, 22, 00, 44, DD, FF, 00, 00, 00, B2
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 2A, A3, 00, 29, 00, 00, FF, F4, FF, FF, 00, 13, 00, 00, 05, FF, 00, 00, 02, D7, 00, 00, C1, A4, 00, 00, 01, 8A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 2C, 32, B2, B4, FF, FF, 0C, F3, FF, FF, 0E, B8, 00, 02, 6E, 34, 00, 83, 0E, 50, 00, 38, 53, B8, 0F, 9F, 00, 48
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 2D, C0, 00, 13, 00, 00, FF, F6, 00, 00, 00, 1D, 00, 00, 06, 1B, 00, 00, 03, 3E, 00, 00, C1, 41, 00, 00, 01, C4
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 2F, 4E, 42, 57, FF, FD, 07, 18, FF, FF, 0A, BA, FF, FE, 50, B1, 00, 77, 43, F6, 00, 44, 58, 23, 0F, 9F, 00, 5B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 30, DC, FF, EE, FF, FF, FF, DF, FF, FF, 00, 0D, 00, 00, 06, 62, 00, 00, 02, 9C, 00, 00, C1, F1, 00, 00, 01, E6
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 32, 69, 5A, 38, 00, 03, 16, BB, 00, 00, 88, 8D, 00, 00, 92, 4E, 00, 80, BA, 51, 00, 38, 2F, 84, 0F, A2, 00, 6A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 33, F7, 00, 13, 00, 00, 00, 11, 00, 00, 00, 12, 00, 00, 05, F3, 00, 00, 03, 88, 00, 00, C1, 90, 00, 00, 01, 82
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 35, 86, 74, D0, 00, 00, 08, 1D, FF, FF, 82, 1F, 00, 00, 24, 53, 00, 79, 30, B3, 00, 41, AE, 5B, 0F, A8, 00, E4
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 37, 14, 00, 19, 00, 00, 00, 06, FF, FF, 00, 23, 00, 00, 06, 53, 00, 00, 02, E7, 00, 00, C1, BC, 00, 00, 01, 98
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 38, A3, AE, 67, FF, FE, FB, A5, 00, 00, 8A, 29, 00, 01, 1B, 5A, 00, 7E, F5, 55, 00, 3D, C8, 9E, 0F, 9F, 00, 1C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 3A, 32, FF, F3, FF, FF, 00, 06, 00, 00, 00, 00, FF, FF, 06, 09, 00, 00, 03, 5C, 00, 00, C1, 70, 00, 00, 01, 4D
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 3B, C1, 0E, 76, 00, 00, 13, 99, 00, 00, A3, 16, FF, FF, 42, EE, 00, 77, 88, 7B, 00, 37, 46, 7F, 0F, 9F, 00, 84
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 3D, 50, 00, 09, 00, 00, 00, 06, 00, 00, 00, 02, FF, FF, 06, 57, 00, 00, 02, E8, 00, 00, C1, A1, 00, 00, 01, 93
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 3E, DD, E8, 13, FF, FF, F5, F7, FF, FF, 8E, DB, 00, 02, 6A, ED, 00, 7F, EE, AD, 00, 3E, 91, E4, 0F, A1, 00, 8A
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 40, 6B, FF, DD, FF, FF, 00, 00, FF, FF, 00, 18, FF, FF, 06, 0A, 00, 00, 03, 19, 00, 00, C1, EE, 00, 00, 01, C2
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 41, F8, B0, DA, 00, 01, 7A, C6, FF, FF, A0, FB, FF, FF, 3E, 3F, 00, 70, 4C, 77, 00, 38, 27, DF, 0F, A3, 00, 88
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 43, 87, FF, E4, 00, 00, 00, 0B, 00, 00, 00, 00, 00, 00, 06, 3E, 00, 00, 02, E3, 00, 00, C1, 95, 00, 00, 01, 85
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 45, 14, B9, E9, FF, FE, 96, 98, 00, 00, 9A, 1C, 00, 00, 30, 12, 00, 80, 3D, B2, 00, 3E, C6, 7A, 0F, 9B, 00, 02
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 46, A2, FF, F3, FF, FF, 00, 12, FF, FF, 00, 13, 00, 00, 05, FB, 00, 00, 02, FA, 00, 00, C1, AE, 00, 00, 01, B4
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 48, 31, 7E, 1C, 00, 01, 92, FB, 00, 00, 10, 32, 00, 01, 71, 11, 00, 7A, D7, 1B, 00, 3B, C2, C8, 0F, A1, 00, 94
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 49, C0, FF, CD, FF, FF, FF, F5, FF, FF, 00, 03, FF, FF, 06, 4B, 00, 00, 03, 0D, 00, 00, C1, 66, 00, 00, 01, 9C
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 4B, 4D, 00, 00, FF, FD, FB, 4B, 00, 01, 84, A2, 00, 01, FE, 0A, 00, 7C, C4, 8F, 00, 45, 62, EB, 0F, 9E, 00, 65
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 4C, DC, FF, F9, 00, 00, 00, 00, 00, 00, 00, 2E, 00, 00, 05, C1, 00, 00, 02, E8, 00, 00, C1, C3, 00, 00, 01, D0
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 4E, 6A, 0F, CE, 00, 01, E8, 79, 00, 00, 2B, 87, 00, 00, 60, FB, 00, 77, C7, 60, 00, 35, 69, D9, 0F, A2, 00, 17
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 4F, F9, FF, BE, FF, FF, 00, 3B, 00, 00, FF, F1, FF, FF, 06, 6F, 00, 00, 03, 48, 00, 00, C1, 80, 00, 00, 01, 7B
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 51, 86, B9, D6, FF, FE, 8A, 5C, FF, FF, 92, F4, FF, FF, E3, 48, 00, 78, 94, B4, 00, 4B, B3, 41, 0F, A7, 00, F8
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 53, 15, 00, 14, 00, 00, 00, 06, 00, 00, 00, 13, FF, FF, 06, 10, 00, 00, 02, A5, 00, 00, C1, 9D, 00, 00, 01, FC
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 54, A2, 12, 2B, 00, 00, A1, C9, FF, FE, 1C, DF, 00, 01, 2F, 3C, 00, 7D, 23, B8, 00, 39, 9F, C6, 00, 00, 00, 44
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 56, 2F, FF, DE, FF, FF, FF, EA, 00, 00, 00, 00, 00, 00, 06, 32, 00, 00, 03, 8D, 00, 00, C1, 59, 00, 00, 01, 79
10, 02, 88, 00, 10, 02, 88, 00, 22, 91, 57, BE, C9, 65, 00, 00, 96, 99, FF, FE, 1D, FB, 00, 00, 48, 04, 00, 7A, 33, 9D, 00, 43, F6, 3C, 0F, A6, 00, 94
